cluster,SMAPE_mean,MAE_mean,RMSE_mean
4,1.5673853310061476,79.44896524973092,86.2500231646865
3,2.119712900679935,61.574722913999395,67.86315476105537
5,3.559769083967858,77.64168209098439,89.75273091664566
1,1.4331665503717874,46.90356294965073,53.63583603088964
6,1.19791189300604,43.07040231840425,50.746735297794565
2,1.7698967266079164,80.70639180222626,96.09529859551176
0,3.869243819275227,56.510906051981486,71.17343519640733
overall,2.0977148214151944,63.67282227062554,72.76675763752331
